user_id,cash_inflow,avg_bank_balance,location_type,income_type,age,age_to_employment_ratio,housing_type,rent_amount,num_occupants,bill_payment_consistency,bnpl_used,education_level,grade_or_cgpa,loan_approved
U0271,53397,8965,Urban,Salaried,30,0.33,Rented,14083,1,Always,False,10th,69.4,1
U0272,68403,22925,Urban,Salaried,32,0.03,Rented,13552,4,Always,True,Diploma,67.1,1
U0273,13178,5199,Semi-Urban,Gig,32,0.12,Rented,13544,1,Rarely,True,Graduate,8.47,1
U0274,24135,8064,Urban,Gig,35,0.14,Owned,0,5,Always,False,12th,74.3,0
U0275,54707,11373,Urban,Salaried,22,0.05,Owned,0,4,Usually,True,Postgraduate,6.81,1
U0276,5281,611,Rural,Informal,26,0.15,PG/Hostel,5828,1,Usually,True,Graduate,6.31,1
U0277,49856,15101,Semi-Urban,Salaried,34,0.35,Rented,7585,4,Always,True,10th,94.4,1
U0278,21239,7951,Urban,Salaried,54,0.46,Owned,0,3,Usually,True,10th,93.8,1
U0279,35398,9978,Rural,Salaried,43,0.28,Rented,9294,5,Always,True,Graduate,6.5,1
U0280,21969,3970,Rural,Salaried,28,0.07,Rented,12556,1,Usually,False,10th,82.9,0
U0281,43196,11986,Semi-Urban,Salaried,25,0.08,Owned,0,2,Always,False,Graduate,8.93,1
U0282,25577,6387,Urban,Gig,50,0.34,PG/Hostel,5719,1,Usually,True,12th,88.9,1
U0283,64912,7280,Urban,Salaried,28,0.04,PG/Hostel,6909,1,Usually,False,Graduate,9.22,1
U0284,55840,10401,Semi-Urban,Salaried,36,0.39,Rented,6124,5,Always,True,Graduate,8.02,1
U0285,13125,4766,Semi-Urban,Informal,26,0.31,Owned,0,2,Sometimes,True,Diploma,68.3,0
U0286,22975,9212,Urban,Gig,33,0.42,PG/Hostel,2488,1,Usually,False,Graduate,6.38,1
U0287,38257,10010,Semi-Urban,Gig,24,0.21,Rented,7114,2,Usually,False,Graduate,8.67,1
U0288,53768,12198,Semi-Urban,Salaried,31,0.03,PG/Hostel,3367,1,Usually,True,Graduate,7.04,1
U0289,69606,7120,Semi-Urban,Salaried,35,0.03,PG/Hostel,5147,1,Usually,True,Graduate,8.13,1
U0290,12190,4610,Urban,Gig,49,0.49,Rented,4440,1,Usually,False,12th,74.6,0
U0291,32443,3434,Urban,Gig,31,0.06,PG/Hostel,5015,1,Always,True,Diploma,80.1,1
U0292,45537,12996,Urban,Salaried,23,0.04,Owned,0,3,Usually,False,Postgraduate,9.33,1
U0293,20693,9636,Urban,Gig,49,0.51,Owned,0,2,Always,False,Postgraduate,7.33,1
U0294,36353,11293,Urban,Salaried,35,0.34,PG/Hostel,7859,1,Always,False,Graduate,8.13,1
U0295,35519,11357,Rural,Gig,41,0.54,Rented,12206,5,Sometimes,False,Graduate,9.14,1
U0296,76088,27534,Urban,Salaried,35,0.11,Rented,3140,3,Always,False,Graduate,6.35,1
U0297,16012,5555,Semi-Urban,Gig,47,0.6,Rented,9894,4,Always,False,12th,74.3,0
U0298,33695,4577,Semi-Urban,Gig,50,0.34,Rented,13828,4,Always,False,Postgraduate,8.88,1
U0299,24914,3719,Urban,Informal,30,0.2,Owned,0,2,Usually,False,Postgraduate,6.65,0
U0300,33486,4780,Semi-Urban,Gig,40,0.07,Owned,0,3,Sometimes,False,Postgraduate,8.82,0
U0301,19600,4888,Urban,Gig,33,0.18,Rented,10285,5,Usually,True,10th,89.8,0
U0302,24481,4524,Urban,Informal,30,0.23,Owned,0,3,Always,False,Graduate,7.26,0
U0303,51401,23644,Semi-Urban,Salaried,36,0.03,Owned,0,3,Usually,True,Diploma,61.5,1
U0304,17337,6809,Rural,Informal,30,0.27,Rented,3145,3,Always,False,Diploma,78.1,0
U0305,13040,3515,Rural,Gig,25,0.24,Owned,0,2,Usually,True,Postgraduate,8.58,1
U0306,37633,10881,Rural,Salaried,41,0.41,Owned,0,3,Sometimes,False,Graduate,6.08,1
U0307,36014,6918,Semi-Urban,Salaried,27,0.11,Rented,11841,1,Always,True,10th,67.6,1
U0308,16652,2054,Urban,Gig,45,0.02,PG/Hostel,3343,1,Always,False,Postgraduate,6.48,0
U0309,48482,13433,Semi-Urban,Salaried,31,0.23,Owned,0,5,Sometimes,False,12th,55.8,0
U0310,58467,22786,Urban,Salaried,52,0.13,Owned,0,2,Usually,False,Graduate,6.28,1
U0311,23031,8247,Urban,Gig,23,0.0,Rented,8472,3,Sometimes,False,Graduate,7.2,0
U0312,69859,19348,Semi-Urban,Salaried,22,0.09,Owned,0,2,Always,False,Postgraduate,6.24,1
U0313,24255,7664,Urban,Salaried,28,0.07,Rented,11258,4,Always,False,Diploma,64.6,0
U0314,17426,3069,Urban,Gig,22,0.14,Rented,5817,1,Usually,True,Graduate,9.48,1
U0315,29686,8492,Urban,Salaried,28,0.21,Rented,14811,5,Sometimes,False,Graduate,6.61,1
U0316,20526,8250,Rural,Gig,36,0.25,Owned,0,3,Always,True,Graduate,7.48,1
U0317,79446,31974,Rural,Salaried,37,0.43,Owned,0,5,Usually,False,Graduate,9.43,1
U0318,15754,7418,Rural,Informal,43,0.63,Rented,9770,5,Usually,True,Graduate,8.58,1
U0319,39943,12621,Urban,Gig,50,0.4,PG/Hostel,7203,1,Always,True,Graduate,8.18,1
U0320,76273,31665,Urban,Salaried,52,0.02,Rented,4012,4,Always,True,Graduate,8.74,1
U0321,39169,4905,Rural,Salaried,53,0.43,Rented,9257,5,Always,True,Graduate,7.26,1
U0322,69492,16575,Urban,Salaried,29,0.03,Rented,8962,3,Sometimes,True,Diploma,67.9,1
U0323,23073,7850,Semi-Urban,Informal,26,0.08,Rented,11597,3,Always,False,Graduate,8.01,1
U0324,15435,6800,Urban,Gig,32,0.44,Rented,3560,2,Rarely,False,10th,74.3,0
U0325,41932,10577,Semi-Urban,Salaried,44,0.23,Rented,10629,3,Rarely,False,Diploma,85.6,0
U0326,12693,1680,Urban,Informal,41,0.05,PG/Hostel,6225,1,Always,True,Graduate,6.78,1
U0327,17373,8517,Semi-Urban,Gig,30,0.27,Rented,13177,1,Always,True,Postgraduate,7.68,1
U0328,49984,23447,Urban,Salaried,34,0.03,PG/Hostel,3133,1,Sometimes,True,Postgraduate,9.14,1
U0329,28429,4831,Semi-Urban,Salaried,23,0.13,Rented,4960,1,Always,True,12th,80.0,1
U0330,71681,9122,Urban,Salaried,54,0.07,PG/Hostel,2536,1,Usually,True,10th,60.5,1
U0331,17340,5545,Semi-Urban,Gig,52,0.6,PG/Hostel,6187,1,Sometimes,True,12th,64.0,0
U0332,53613,24149,Urban,Salaried,49,0.57,Rented,5494,5,Usually,True,12th,50.8,1
U0333,57947,14250,Urban,Salaried,51,0.37,Rented,13145,2,Usually,True,12th,59.5,1
U0334,8850,3555,Urban,Informal,51,0.27,PG/Hostel,2456,1,Usually,False,12th,69.4,0
U0335,17168,2693,Rural,Informal,29,0.38,Rented,14757,3,Always,False,10th,58.0,0
U0336,13800,4192,Rural,Informal,37,0.11,PG/Hostel,3382,1,Usually,False,Graduate,6.77,0
U0337,23292,8141,Urban,Salaried,27,0.11,Rented,13331,5,Always,False,Graduate,7.35,1
U0338,23716,2476,Urban,Salaried,22,0.09,Owned,0,4,Usually,True,Graduate,7.47,1
U0339,57605,11747,Semi-Urban,Salaried,30,0.23,Rented,10993,5,Sometimes,False,Postgraduate,6.75,1
U0340,32740,14200,Urban,Gig,41,0.49,Owned,0,3,Always,True,Postgraduate,6.23,1
U0341,5671,1673,Urban,Informal,31,0.45,Rented,9036,4,Always,False,Diploma,62.0,0
U0342,39300,11605,Urban,Gig,24,0.04,Owned,0,5,Sometimes,True,Graduate,6.85,1
U0343,5593,1624,Urban,Informal,49,0.57,PG/Hostel,5493,1,Always,True,Postgraduate,7.37,1
U0344,63404,9717,Rural,Salaried,37,0.24,Rented,11616,1,Always,True,Diploma,86.4,1
U0345,23631,4770,Urban,Salaried,30,0.07,Owned,0,3,Always,False,Diploma,61.4,0
U0346,71431,20328,Rural,Salaried,31,0.23,Rented,14041,3,Sometimes,False,Graduate,7.58,1
U0347,43472,15022,Urban,Salaried,43,0.3,Owned,0,4,Always,True,Graduate,6.37,1
U0348,59851,18247,Semi-Urban,Salaried,28,0.18,Rented,6271,1,Usually,False,12th,83.6,1
U0349,56224,7243,Urban,Salaried,44,0.07,Rented,5711,1,Always,False,12th,93.0,1
U0350,17089,4866,Rural,Informal,31,0.1,Rented,8330,3,Always,True,Graduate,6.65,1
U0351,48138,12749,Urban,Salaried,25,0.08,Rented,12765,4,Always,True,Graduate,9.15,1
U0352,7376,1864,Urban,Informal,23,0.0,Rented,4827,4,Always,True,Diploma,84.9,0
U0353,17504,5463,Urban,Informal,30,0.13,Rented,6747,4,Always,False,Diploma,71.3,0
U0354,27153,9252,Semi-Urban,Gig,52,0.58,Rented,6983,4,Always,False,10th,57.0,1
U0355,26905,6330,Urban,Gig,38,0.21,Owned,0,2,Usually,False,10th,66.9,1
U0356,21377,7378,Semi-Urban,Informal,42,0.45,Rented,5461,4,Sometimes,True,Postgraduate,6.43,1
U0357,37935,11320,Urban,Gig,41,0.05,Rented,12759,1,Always,False,12th,61.6,1
U0358,63950,12847,Urban,Salaried,33,0.15,Rented,3301,4,Usually,True,12th,52.4,1
U0359,15773,4981,Urban,Informal,33,0.52,PG/Hostel,6865,1,Usually,True,10th,55.9,0
U0360,73710,10079,Semi-Urban,Salaried,51,0.29,Owned,0,4,Always,True,10th,56.8,1
U0361,15517,4917,Semi-Urban,Informal,53,0.04,Owned,0,4,Rarely,True,Postgraduate,6.37,0
U0362,21406,8039,Urban,Informal,45,0.09,PG/Hostel,7230,1,Usually,False,12th,57.2,0
U0363,8727,3706,Semi-Urban,Informal,25,0.08,Owned,0,2,Usually,True,12th,62.5,0
U0364,15047,6320,Urban,Informal,45,0.2,Owned,0,2,Always,False,Postgraduate,8.57,1
U0365,34566,11959,Semi-Urban,Salaried,22,0.05,Rented,5159,5,Sometimes,False,Diploma,74.2,0
U0366,29363,2997,Semi-Urban,Gig,46,0.54,Rented,13805,4,Always,False,10th,83.6,0
U0367,70189,28062,Rural,Salaried,40,0.28,Owned,0,5,Usually,False,Postgraduate,6.52,1
U0368,25110,7234,Semi-Urban,Salaried,39,0.13,Rented,3697,4,Always,True,Diploma,67.3,1
U0369,10251,3985,Urban,Informal,44,0.48,Rented,3226,2,Usually,True,Graduate,7.37,1
U0370,58356,5879,Urban,Salaried,41,0.24,Owned,0,3,Always,False,Graduate,6.58,1
U0371,38859,16230,Semi-Urban,Gig,40,0.4,Owned,0,4,Always,True,Postgraduate,9.06,1
U0372,56060,20009,Semi-Urban,Salaried,44,0.11,Owned,0,5,Always,False,Diploma,60.1,1
U0373,16643,5396,Urban,Gig,44,0.02,Owned,0,3,Always,True,Graduate,8.82,1
U0374,37835,16269,Rural,Gig,39,0.54,Owned,0,5,Always,True,Graduate,7.17,1
U0375,10541,5194,Rural,Gig,51,0.35,Owned,0,5,Usually,False,12th,66.8,0
U0376,25469,5890,Urban,Salaried,53,0.34,Owned,0,4,Always,False,Diploma,59.9,1
U0377,39194,16482,Urban,Salaried,31,0.29,Owned,0,5,Always,False,Graduate,7.05,1
U0378,32448,8712,Urban,Salaried,24,0.17,Owned,0,5,Sometimes,False,Graduate,6.62,1
U0379,77742,20520,Rural,Salaried,34,0.35,Rented,11266,1,Always,True,Diploma,92.8,1
U0380,19028,3306,Semi-Urban,Gig,30,0.03,Rented,8068,3,Always,False,Postgraduate,6.08,0
U0381,26397,8832,Semi-Urban,Salaried,26,0.04,Rented,11186,5,Usually,True,Diploma,85.2,1
U0382,37833,16687,Semi-Urban,Salaried,46,0.41,Owned,0,2,Sometimes,True,Graduate,8.95,1
U0383,32436,9483,Semi-Urban,Gig,41,0.22,Rented,11895,5,Rarely,False,Postgraduate,8.47,1
U0384,46201,6109,Semi-Urban,Salaried,21,0.05,Rented,5839,1,Always,False,Graduate,6.02,1
U0385,33493,6366,Urban,Salaried,51,0.39,Owned,0,5,Always,False,Graduate,7.65,1
U0386,43252,5518,Rural,Salaried,50,0.44,Rented,12435,3,Always,False,Graduate,6.96,1
U0387,18461,3688,Urban,Gig,36,0.42,Rented,14445,2,Usually,True,12th,88.0,0
U0388,69733,8796,Semi-Urban,Salaried,40,0.45,Owned,0,3,Usually,False,Postgraduate,7.97,1
U0389,35892,11233,Semi-Urban,Salaried,53,0.51,Owned,0,4,Always,True,Graduate,6.3,1
U0390,35998,3914,Semi-Urban,Gig,31,0.1,Rented,8591,5,Always,False,Graduate,6.18,1
U0391,12539,5204,Semi-Urban,Gig,34,0.12,Owned,0,3,Rarely,False,12th,94.1,0
U0392,48228,17442,Rural,Salaried,46,0.11,Owned,0,5,Sometimes,True,Diploma,65.2,1
U0393,77714,37986,Semi-Urban,Salaried,32,0.28,Rented,9588,1,Always,True,Diploma,51.0,1
U0394,39300,7471,Urban,Gig,27,0.19,Owned,0,4,Sometimes,True,10th,74.5,1
U0395,29879,4359,Urban,Salaried,54,0.52,Rented,10097,3,Sometimes,True,Graduate,6.24,1
U0396,21861,6985,Urban,Gig,54,0.09,Rented,4517,2,Always,False,Graduate,7.7,1
U0397,33140,5182,Semi-Urban,Salaried,42,0.38,Owned,0,2,Usually,True,Diploma,80.1,1
U0398,20097,8939,Urban,Salaried,42,0.29,Owned,0,5,Always,True,Graduate,8.75,1
U0399,31797,13436,Semi-Urban,Gig,30,0.07,Owned,0,5,Always,True,12th,85.7,1
U0400,15800,2852,Semi-Urban,Informal,27,0.15,Rented,12369,4,Usually,False,Graduate,8.65,0
U0401,50933,5458,Rural,Salaried,41,0.37,Rented,4749,4,Sometimes,False,Postgraduate,9.05,1
U0402,26282,12580,Semi-Urban,Gig,48,0.52,Owned,0,2,Always,True,12th,51.2,1
U0403,26280,3617,Semi-Urban,Gig,23,0.13,Rented,10264,2,Always,False,Diploma,72.4,0
U0404,41253,10262,Semi-Urban,Salaried,43,0.42,PG/Hostel,7546,1,Sometimes,True,Graduate,8.71,1
U0405,49450,8975,Urban,Salaried,30,0.27,Owned,0,5,Always,True,Postgraduate,7.25,1
U0406,15403,3243,Urban,Informal,28,0.21,Owned,0,2,Always,False,Diploma,67.8,0
U0407,42447,19473,Semi-Urban,Salaried,38,0.26,Rented,9971,4,Always,True,Graduate,7.95,1
U0408,34721,7871,Urban,Salaried,23,0.04,Owned,0,4,Always,False,Graduate,9.14,1
U0409,11898,5870,Urban,Gig,53,0.51,Rented,6200,5,Usually,False,Graduate,8.56,1
U0410,22071,3549,Urban,Informal,24,0.21,Rented,9509,3,Always,False,Graduate,9.09,0
U0411,20149,4591,Urban,Informal,21,0.19,Rented,13102,5,Usually,False,Postgraduate,8.34,0
U0412,73516,16850,Urban,Salaried,48,0.12,Rented,4529,3,Always,True,Graduate,6.57,1
U0413,36154,13548,Rural,Salaried,23,0.04,Rented,13435,1,Always,False,12th,87.0,1
U0414,44217,5826,Urban,Salaried,25,0.12,Owned,0,2,Always,False,Graduate,7.18,1
U0415,26648,11395,Urban,Gig,26,0.08,PG/Hostel,7514,1,Always,False,Postgraduate,9.15,1
U0416,23675,6716,Rural,Gig,41,0.56,Rented,12346,4,Always,False,Postgraduate,7.17,1
U0417,14177,2803,Rural,Informal,48,0.52,Owned,0,3,Sometimes,True,12th,82.4,0
U0418,79042,12392,Urban,Salaried,38,0.29,Rented,10096,1,Always,True,Graduate,8.95,1
U0419,38058,16650,Urban,Salaried,47,0.06,Rented,11915,5,Usually,True,Diploma,80.4,1
U0420,11089,2505,Semi-Urban,Gig,48,0.29,Rented,4958,1,Always,False,Diploma,79.5,0
U0421,75296,32739,Semi-Urban,Salaried,43,0.07,Rented,9659,2,Usually,False,Graduate,7.79,1
U0422,32309,7888,Rural,Gig,41,0.05,Rented,12528,5,Always,False,Graduate,7.43,1
U0423,28179,13394,Urban,Salaried,32,0.03,Owned,0,4,Usually,True,Graduate,8.83,1
U0424,70939,25963,Urban,Salaried,38,0.03,Rented,7741,3,Always,True,Graduate,6.0,1
U0425,22761,6346,Urban,Informal,34,0.09,PG/Hostel,6596,1,Always,False,10th,74.6,0
U0426,18970,9308,Urban,Informal,34,0.47,Rented,11472,2,Always,False,12th,93.5,0
U0427,23351,8945,Urban,Informal,23,0.04,Rented,8394,1,Always,False,Graduate,8.94,1
U0428,20412,9902,Urban,Gig,29,0.34,Rented,4531,3,Usually,True,Diploma,89.3,1
U0429,24493,4589,Urban,Salaried,37,0.24,Owned,0,5,Always,True,Graduate,7.99,1
U0430,67192,28880,Urban,Salaried,34,0.41,Owned,0,2,Always,False,Graduate,6.17,1
U0431,28259,12741,Urban,Salaried,22,0.05,Owned,0,2,Sometimes,True,Diploma,76.7,1
U0432,24582,8615,Urban,Informal,36,0.44,Rented,5479,4,Usually,True,Graduate,8.04,1
U0433,39165,17321,Urban,Gig,41,0.1,Rented,12491,5,Usually,True,Diploma,77.0,1
U0434,26288,10384,Semi-Urban,Gig,29,0.28,Owned,0,5,Always,False,Postgraduate,9.04,1
U0435,40961,18497,Urban,Salaried,21,0.05,Rented,10468,4,Usually,False,Diploma,91.0,1
U0436,26317,10778,Semi-Urban,Salaried,39,0.21,Owned,0,2,Usually,True,Graduate,8.21,1
U0437,39176,14928,Semi-Urban,Gig,24,0.25,Rented,4478,4,Usually,False,12th,54.7,1
U0438,31909,13232,Urban,Gig,23,0.22,Owned,0,5,Usually,True,Graduate,9.33,1
U0439,37569,10863,Urban,Salaried,21,0.05,Rented,12302,1,Usually,True,Postgraduate,6.01,1
U0440,11716,3385,Urban,Informal,46,0.57,Rented,10815,3,Usually,False,Graduate,6.97,0
U0441,44000,12328,Urban,Salaried,34,0.09,PG/Hostel,3455,1,Always,True,10th,62.6,1
U0442,50519,16991,Rural,Salaried,28,0.11,PG/Hostel,6499,1,Always,False,Graduate,6.38,1
U0443,14697,4190,Urban,Gig,29,0.24,Rented,7912,1,Always,True,12th,86.8,0
U0444,79156,18846,Semi-Urban,Salaried,33,0.33,Owned,0,3,Sometimes,False,Diploma,94.7,0
U0445,27740,13086,Rural,Gig,21,0.14,Rented,14883,3,Always,False,Graduate,7.44,1
U0446,17743,6536,Urban,Informal,32,0.47,Owned,0,2,Always,False,Graduate,8.88,1
U0447,75398,36312,Semi-Urban,Salaried,25,0.04,Rented,11365,5,Always,True,Graduate,8.9,1
U0448,13760,4699,Urban,Gig,38,0.45,PG/Hostel,6033,1,Usually,False,12th,79.9,0
U0449,23744,6707,Semi-Urban,Salaried,38,0.13,Owned,0,4,Sometimes,True,Diploma,76.8,0
U0450,53703,21506,Semi-Urban,Salaried,53,0.23,Owned,0,3,Rarely,True,Graduate,7.12,1
U0451,24376,11619,Urban,Gig,49,0.16,Rented,3201,2,Always,True,12th,90.0,1
U0452,79340,8255,Semi-Urban,Salaried,38,0.24,Rented,10544,4,Always,True,10th,57.7,1
U0453,16777,5234,Urban,Informal,23,0.3,Rented,14613,2,Always,True,12th,50.5,1
U0454,23850,6667,Urban,Informal,35,0.11,Rented,12428,1,Usually,False,12th,59.7,0
U0455,59832,23434,Rural,Salaried,48,0.44,Owned,0,3,Sometimes,False,12th,88.3,0
U0456,32947,12163,Urban,Gig,29,0.14,Owned,0,3,Usually,True,Postgraduate,8.76,1
U0457,56027,10673,Urban,Salaried,52,0.06,Owned,0,4,Sometimes,False,10th,88.6,0
U0458,59758,24126,Urban,Salaried,43,0.19,Owned,0,4,Usually,True,Graduate,8.04,1
U0459,20233,5018,Urban,Gig,53,0.43,Rented,6361,4,Always,True,12th,69.4,1
U0460,8267,974,Urban,Informal,21,0.0,Rented,5606,4,Usually,True,Postgraduate,7.19,1
U0461,72425,25951,Semi-Urban,Salaried,48,0.06,Rented,8546,3,Usually,True,12th,68.4,1
U0462,16120,5978,Urban,Informal,25,0.28,PG/Hostel,2929,1,Rarely,True,Graduate,8.95,1
U0463,46039,22799,Rural,Salaried,21,0.05,Rented,4054,4,Usually,False,Graduate,6.59,1
U0464,19649,5781,Semi-Urban,Gig,44,0.59,Rented,14842,3,Usually,False,10th,56.1,0
U0465,34217,3955,Urban,Gig,47,0.19,PG/Hostel,5634,1,Always,False,Postgraduate,6.08,1
U0466,19138,3039,Urban,Informal,50,0.68,Rented,14350,4,Always,False,12th,94.8,0
U0467,26344,13003,Urban,Salaried,33,0.33,Rented,8619,1,Usually,True,12th,67.3,1
U0468,59919,24531,Urban,Salaried,25,0.2,Owned,0,2,Always,True,Graduate,7.94,1
U0469,30913,5172,Rural,Salaried,43,0.44,Owned,0,4,Sometimes,False,Graduate,7.06,1
U0470,27823,10673,Urban,Gig,41,0.32,Rented,3382,4,Always,True,Graduate,6.82,1
U0471,5138,1660,Urban,Informal,21,0.14,Owned,0,4,Always,True,10th,56.3,0
U0472,75778,12140,Urban,Salaried,54,0.2,Rented,9652,1,Always,False,12th,83.1,1
U0473,34401,12018,Urban,Gig,44,0.57,Owned,0,4,Usually,True,12th,59.1,1
U0474,21212,3376,Urban,Informal,25,0.0,Rented,5660,4,Usually,False,Postgraduate,9.17,0
U0475,30238,14683,Rural,Salaried,54,0.2,Owned,0,3,Usually,True,10th,74.0,1
U0476,24595,2833,Rural,Informal,31,0.19,Owned,0,5,Sometimes,True,12th,52.6,0
U0477,11207,2356,Rural,Gig,32,0.16,Owned,0,2,Always,False,12th,92.7,0
U0478,57529,28326,Urban,Salaried,52,0.12,Owned,0,4,Sometimes,True,Graduate,7.06,1
U0479,15347,3289,Semi-Urban,Gig,53,0.43,Rented,5454,3,Sometimes,False,10th,73.0,0
U0480,22808,5585,Urban,Salaried,37,0.38,Owned,0,4,Sometimes,True,Graduate,7.43,1
U0481,23354,7960,Semi-Urban,Informal,24,0.25,PG/Hostel,2364,1,Usually,False,Graduate,7.67,1
U0482,37134,5336,Urban,Gig,37,0.43,Rented,6935,3,Always,False,12th,64.0,1
U0483,41826,11683,Urban,Salaried,33,0.39,Rented,13526,2,Usually,True,Graduate,7.67,1
U0484,56188,6305,Urban,Salaried,23,0.09,Rented,5953,2,Always,True,12th,78.5,1
U0485,10276,2502,Urban,Gig,22,0.0,Rented,6735,3,Sometimes,True,Graduate,6.74,0
U0486,17306,3119,Semi-Urban,Informal,46,0.35,PG/Hostel,5559,1,Always,True,12th,63.3,0
U0487,20886,2457,Rural,Gig,45,0.09,Rented,9144,5,Sometimes,True,Graduate,6.02,0
U0488,32935,13423,Semi-Urban,Salaried,29,0.03,Owned,0,5,Sometimes,False,Graduate,8.45,1
U0489,35038,4745,Urban,Salaried,29,0.07,Owned,0,3,Usually,True,Graduate,6.98,1
U0490,76579,20128,Rural,Salaried,31,0.1,Owned,0,5,Always,True,Postgraduate,6.39,1
U0491,5187,1715,Urban,Informal,52,0.63,Owned,0,2,Usually,True,Graduate,9.34,1
U0492,10242,4584,Rural,Informal,22,0.0,PG/Hostel,4422,1,Always,False,Graduate,8.95,0
U0493,76699,29363,Urban,Salaried,22,0.09,PG/Hostel,3497,1,Usually,False,Graduate,7.41,1
U0494,15350,2831,Semi-Urban,Informal,54,0.7,Owned,0,4,Rarely,False,12th,86.2,0
U0495,35549,5720,Urban,Gig,47,0.45,Owned,0,2,Usually,True,12th,76.2,1
U0496,48454,9226,Semi-Urban,Salaried,50,0.42,Rented,5828,5,Sometimes,True,12th,59.7,1
U0497,43864,17714,Rural,Salaried,51,0.33,Rented,3182,2,Usually,True,Postgraduate,8.05,1
U0498,74727,24051,Semi-Urban,Salaried,40,0.45,Owned,0,3,Rarely,True,Graduate,7.62,1
U0499,21237,9110,Rural,Informal,44,0.32,Rented,9846,4,Usually,False,Diploma,56.4,0
U0500,25590,9935,Urban,Salaried,32,0.22,Owned,0,4,Always,True,Graduate,6.99,1
